game,t,true_goal,posterior_spades,posterior_clubs,posterior_hearts,posterior_diamonds,jev_spades,jev_clubs,jev_hearts,jev_diamonds,brier_posterior,brier_jev,logloss_posterior,logloss_jev,tv_distance,top1_agree,classical_action,jev_action,action_agree,regret
0,12.22,diamonds,0.3347,0.3347,0.1032,0.2274,0.28,0.36,0.17,0.19,0.8316986149584485,0.8930000000000001,1.4811835769104214,1.6607312068216509,0.09210526315789475,False,bid_clubs_7,sell_spades,False,3.3894736842105253
0,12.31,diamonds,0.3347,0.3347,0.1032,0.2274,0.26,0.43,0.14,0.17,0.8316986149584485,0.961,1.4811835769104214,1.7719568419318752,0.13210526315789473,False,bid_diamonds_5,pass,False,0.0
0,15.43,diamonds,0.4348,0.2871,0.0848,0.1934,0.25,0.35,0.18,0.22,0.9293072509765625,0.8258000000000001,1.643204774904918,1.5141277326297755,0.184765625,False,ask_clubs_10,pass,False,0.0
0,16.53,diamonds,0.4348,0.2871,0.0848,0.1934,0.24,0.34,0.2,0.22,0.9293072509765625,0.8216000000000001,1.643204774904918,1.5141277326297755,0.194765625,False,bid_diamonds_4,pass,False,0.0
0,26.35,diamonds,0.35,0.2167,0.2167,0.2167,0.21,0.47,0.14,0.18,0.83,0.9570000000000001,1.529395204760564,1.7147984280919266,0.2533333333333333,False,bid_hearts_4,pass,False,0.0
1,5.97,diamonds,0.1796,0.3456,0.3456,0.1292,0.09,0.16,0.4,0.35,1.0294864450205163,0.6162000000000001,2.0466329036825774,1.0498221244986778,0.2752399384909062,False,bid_spades_3,pass,False,0.0
1,7.8,diamonds,0.1685,0.3315,0.3315,0.1685,0.19,0.25,0.23,0.33,0.9395698254828528,0.6003999999999999,1.780821376478655,1.1086626245216111,0.18300062253579585,False,bid_hearts_7,pass,False,0.0
1,9.72,diamonds,0.1685,0.3315,0.3315,0.1685,0.22,0.29,0.25,0.24,0.9395698254828528,0.7726,1.780821376478655,1.4271163556401458,0.12300062253579584,True,bid_clubs_7,buy_spades,False,6.187106591962371
1,12.4,diamonds,0.1549,0.3124,0.3124,0.2202,0.2,0.38,0.2,0.22,0.8272810076938246,0.8328000000000001,1.5131223012446207,1.5141277326297755,0.11265350401388588,True,ask_clubs_12,pass,False,0.0
1,14.58,diamonds,0.1549,0.3124,0.3124,0.2202,0.26,0.39,0.14,0.21,0.8272810076938246,0.8634000000000002,1.5131223012446207,1.5606477482646683,0.18265350401388591,True,bid_spades_2,pass,False,0.0
2,6.69,clubs,0.173,0.2428,0.3414,0.2428,0.2,0.43,0.13,0.24,0.7788091120725981,0.4394000000000001,1.4155497192686803,0.843970070294529,0.21421851289833077,False,ask_diamonds_9,pass,False,0.0
2,11.65,clubs,0.1549,0.3124,0.3124,0.2202,0.22,0.5,0.11,0.17,0.642859224226695,0.3394,1.163367800150462,0.6931471805599453,0.25265350401388587,True,ask_hearts_12,sell_hearts,False,5.083315252766328
2,12.75,clubs,0.1549,0.3124,0.3124,0.2202,0.16,0.51,0.13,0.2,0.642859224226695,0.3226,1.163367800150462,0.6733445532637656,0.20265350401388588,True,bid_diamonds_4,sell_hearts,False,5.083315252766328
2,17.39,clubs,0.1336,0.2755,0.3984,0.1925,0.13,0.35,0.24,0.28,0.7385842062448992,0.5754,1.289268963524239,1.0498221244986778,0.16206059348412535,False,bid_clubs_6,pass,False,0.0
2,20.07,clubs,0.1336,0.2755,0.3984,0.1925,0.26,0.36,0.11,0.27,0.7385842062448992,0.5622,1.289268963524239,1.0216512475319814,0.28842290931728576,False,ask_hearts_14,pass,False,0.0
3,3.56,spades,0.2688,0.1935,0.2688,0.2688,0.22,0.46,0.12,0.2,0.7166146375303504,0.8744000000000001,1.3137236682850553,1.5141277326297755,0.26645161290322583,False,bid_hearts_5,pass,False,0.0
3,11.65,spades,0.25,0.25,0.25,0.25,0.22,0.64,0.06,0.08,0.75,1.028,1.3862943611198906,1.5141277326297755,0.39,False,ask_diamonds_10,pass,False,0.0
3,19.41,spades,0.2713,0.2713,0.1862,0.2713,0.16,0.54,0.11,0.19,0.712879130828429,1.0453999999999999,1.3046163301056233,1.8325814637483102,0.26872340425531915,False,ask_clubs_10,pass,False,0.0
