game,t,true_goal,posterior_spades,posterior_clubs,posterior_hearts,posterior_diamonds,jev_spades,jev_clubs,jev_hearts,jev_diamonds,brier_posterior,brier_jev,logloss_posterior,logloss_jev,tv_distance,top1_agree,classical_action,jev_action,action_agree,regret
0,12.22,diamonds,0.3347,0.3347,0.1032,0.2274,0.34,0.37,0.15,0.14,0.8316986149584485,1.0146,1.4811835769104214,1.9661128563728327,0.08736842105263165,False,bid_clubs_7,sell_spades,False,3.3894736842105253
0,12.31,diamonds,0.3347,0.3347,0.1032,0.2274,0.26,0.5,0.13,0.11,0.8316986149584485,1.1266,1.4811835769104214,2.2072749131897207,0.19210526315789475,False,bid_diamonds_5,pass,False,0.0
0,15.43,diamonds,0.4348,0.2871,0.0848,0.1934,0.34,0.44,0.1,0.12,0.9293072509765625,1.0936,1.643204774904918,2.120263536200091,0.168125,False,ask_clubs_10,pass,False,0.0
0,16.53,diamonds,0.4348,0.2871,0.0848,0.1934,0.31,0.43,0.13,0.13,0.9293072509765625,1.0548,1.643204774904918,2.0402208285265546,0.188125,False,bid_diamonds_4,pass,False,0.0
0,26.35,diamonds,0.35,0.2167,0.2167,0.2167,0.31,0.46,0.11,0.12,0.83,1.0942,1.529395204760564,2.120263536200091,0.24333333333333335,False,bid_hearts_4,pass,False,0.0
1,5.97,diamonds,0.1796,0.3456,0.3456,0.1292,0.18,0.28,0.29,0.25,1.0294864450205163,0.7574000000000001,2.0466329036825774,1.3862943611198906,0.1211819290524418,False,bid_spades_3,pass,False,0.0
1,7.8,diamonds,0.1685,0.3315,0.3315,0.1685,0.18,0.29,0.18,0.35,0.9395698254828528,0.5713999999999999,1.780821376478655,1.0498221244986776,0.19300062253579586,False,bid_hearts_7,pass,False,0.0
1,9.72,diamonds,0.1685,0.3315,0.3315,0.1685,0.19,0.3,0.27,0.24,0.9395698254828528,0.7766,1.780821376478655,1.4271163556401458,0.09300062253579583,True,bid_clubs_7,pass,False,0.0
1,12.4,diamonds,0.1549,0.3124,0.3124,0.2202,0.25,0.31,0.26,0.18,0.8272810076938246,0.8986000000000001,1.5131223012446207,1.7147984280919266,0.09508570188761122,True,ask_clubs_12,pass,False,0.0
1,14.58,diamonds,0.1549,0.3124,0.3124,0.2202,0.25,0.4,0.2,0.15,0.8272810076938246,0.985,1.5131223012446207,1.8971199848858813,0.18265350401388586,True,bid_spades_2,sell_diamonds,False,3.2902292615896434
