game,t,true_goal,posterior_spades,posterior_clubs,posterior_hearts,posterior_diamonds,jev_spades,jev_clubs,jev_hearts,jev_diamonds,brier_posterior,brier_jev,logloss_posterior,logloss_jev,tv_distance,top1_agree,classical_action,jev_action,action_agree,regret
0,12.22,diamonds,0.3347,0.3347,0.1032,0.2274,0.33,0.37,0.17,0.13,0.8316986149584485,1.0316,1.4811835769104214,2.0402208285265546,0.10210526315789475,False,bid_clubs_7,pass,False,0.0
0,12.31,diamonds,0.3347,0.3347,0.1032,0.2274,0.33,0.44,0.13,0.1,0.8316986149584485,1.1294,1.4811835769104214,2.3025850929940455,0.13210526315789473,False,bid_diamonds_5,pass,False,0.0
0,15.43,diamonds,0.4348,0.2871,0.0848,0.1934,0.34,0.39,0.14,0.13,0.9293072509765625,1.0442,1.643204774904918,2.0402208285265546,0.158125,False,ask_clubs_10,pass,False,0.0
0,16.53,diamonds,0.4348,0.2871,0.0848,0.1934,0.29,0.4,0.17,0.14,0.9293072509765625,1.0126,1.643204774904918,1.9661128563728327,0.19812500000000002,False,bid_diamonds_4,pass,False,0.0
0,26.35,diamonds,0.35,0.2167,0.2167,0.2167,0.34,0.36,0.16,0.14,0.83,1.0104,1.529395204760564,1.9661128563728327,0.1433333333333333,False,bid_hearts_4,pass,False,0.0
1,5.97,diamonds,0.1796,0.3456,0.3456,0.1292,0.19,0.24,0.36,0.21,1.0294864450205163,0.8474000000000002,2.0466329036825774,1.5606477482646683,0.1055909645262209,False,bid_spades_3,pass,False,0.0
1,7.8,diamonds,0.1685,0.3315,0.3315,0.1685,0.26,0.28,0.25,0.21,0.9395698254828528,0.8326000000000001,1.780821376478655,1.5606477482646683,0.13300062253579586,True,bid_hearts_7,pass,False,0.0
1,9.72,diamonds,0.1685,0.3315,0.3315,0.1685,0.25,0.23,0.34,0.18,0.9395698254828528,0.9034000000000001,1.780821376478655,1.7147984280919266,0.1015003112678979,False,bid_clubs_7,pass,False,0.0
1,12.4,diamonds,0.1549,0.3124,0.3124,0.2202,0.23,0.33,0.28,0.16,0.8272810076938246,0.9458,1.5131223012446207,1.8325814637483102,0.09265350401388588,True,ask_clubs_12,pass,False,0.0
1,14.58,diamonds,0.1549,0.3124,0.3124,0.2202,0.26,0.42,0.17,0.15,0.8272810076938246,0.9953999999999998,1.5131223012446207,1.8971199848858813,0.21265350401388589,True,bid_spades_2,pass,False,0.0
2,6.69,clubs,0.173,0.2428,0.3414,0.2428,0.13,0.22,0.16,0.49,0.7788091120725981,0.891,1.4155497192686803,1.5141277326297755,0.24720789074355082,False,ask_diamonds_9,pass,False,0.0
2,11.65,clubs,0.1549,0.3124,0.3124,0.2202,0.28,0.33,0.13,0.26,0.642859224226695,0.6117999999999999,1.163367800150462,1.1086626245216111,0.18243219787372533,True,ask_hearts_12,sell_hearts,False,5.083315252766328
2,12.75,clubs,0.1549,0.3124,0.3124,0.2202,0.19,0.41,0.2,0.2,0.642859224226695,0.46420000000000006,1.163367800150462,0.8915981192837835,0.13265350401388587,True,bid_diamonds_4,sell_hearts,False,5.083315252766328
2,17.39,clubs,0.1336,0.2755,0.3984,0.1925,0.15,0.32,0.21,0.32,0.7385842062448992,0.6314,1.289268963524239,1.1394342831883648,0.18842290931728578,False,bid_clubs_6,pass,False,0.0
